Company,Calculated_NAICS,Target_NAICS,Is_Target_Match,Confidence,Match_Reasoning,Business_Status,Review_Count,Has_Reviews,Latitude,Longitude,Street_Address,City,State,Zip_Code,Operating_Hours,Hard_Attributes,Price_Level,Business_Website,Employees_Estimated,Year_Established,Last_Review_Date
Caribou Coffee,722515,722515,TRUE,High,"Caribou Coffee operates from 6:00 AM to 6:00 PM, serving breakfast and lunch, which aligns with the characteristics of a coffee shop. The reviews emphasize a positive customer experience focused on coffee, further confirming its classification as a coffee shop.",Active,5,Yes,44.97430019999999,-93.280692,"1201 Hennepin Ave, Minneapolis, MN 55403, USA",Minneapolis,MN,55402,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: 6:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://locations.cariboucoffee.com/us/mn/minneapolis/1201-hennepin-avenue,,,2025/12/10
Lunds & Byerlys Downtown Minneapolis,722515,722515,TRUE,Low,"While Lunds & Byerlys Downtown Minneapolis opens early and serves breakfast, it also offers lunch and dinner options, which suggests it operates more like a grocery store with a caf?? rather than a dedicated coffee shop. The reviews indicate a focus on a variety of food offerings rather than a coffee-centric vibe.",Active,5,Yes,44.9743631,-93.2808535,"1201 Hennepin Ave, Minneapolis, MN 55403, USA",Minneapolis,MN,55402,Monday: 6:00??AM??€?€?0:00??PM; Tuesday: 6:00??AM??€?€?0:00??PM; Wednesday: 6:00??AM??€?€?0:00??PM; Thursday: 6:00??AM??€?€?0:00??PM; Friday: 6:00??AM??€?€?0:00??PM; Saturday: 6:00??AM??€?€?0:00??PM; Sunday: 6:00??AM??€?€?0:00??PM,"Breakfast, Lunch, Dinner",N/A,https://lundsandbyerlys.com/,,,2025/12/25
Champa Cafe,722515,722515,TRUE,High,"Champa Cafe operates from 7:00 AM to 2:00 PM, which aligns with typical coffee shop hours. The absence of dinner service and the focus on breakfast suggest it is primarily a coffee shop, fitting the NAICS code 722515.",Active,0,No,44.9789845,-93.2672362,"330 2nd Ave S, Minneapolis, MN 55401, USA",Minneapolis,MN,55402,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,None,N/A,,,,N/A
Corner Coffee Uptown,722515,722515,TRUE,High,"Corner Coffee Uptown operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops. The reviews emphasize a morning vibe and breakfast offerings, confirming its classification.",Active,5,Yes,44.9521471,-93.2976927,"1414 W 28th St, Minneapolis, MN 55408, USA",Minneapolis,MN,55402,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",1,http://www.corner.coffee/,,,2026/1/11
Family Coffee LLC,722515,722515,TRUE,High,"Family Coffee LLC operates during hours that suggest a focus on coffee, with positive reviews emphasizing the quality of their coffee, indicating a morning vibe. However, their hours do not align with typical coffee shop hours, as they open later in the day. Despite this, the emphasis on coffee in the reviews supports the classification as a coffee shop.",Active,5,Yes,44.9760836,-93.2718739,"717 Nicollet Mall, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,Monday: Closed; Tuesday: 11:00??AM??€?€?:00??PM; Wednesday: 11:00??AM??€?€?:00??PM; Thursday: 11:00??AM??€?€?:00??PM; Friday: 11:00??AM??€?€?:00??PM; Saturday: 11:00??AM??€?€?:00??PM; Sunday: 11:00??AM??€?€?:00??PM,None,N/A,,,,2025/7/14
Quixotic Coffee,722515,722515,TRUE,High,"Quixotic Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS code 722515. The reviews indicate a focus on coffee and a pleasant morning vibe, further supporting this classification.",Active,5,Yes,44.9183252,-93.1875338,"769 Cleveland Ave S, St Paul, MN 55116, USA",Minneapolis,MN,55402,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,http://www.quixoticcoffee.com/,,,2025/11/14
Rick's Coffee Bar,722515,722515,TRUE,High,"Rick's Coffee Bar operates from 6:00 AM to 2:00 PM, serving breakfast and focusing on coffee, which aligns with the characteristics of a coffee shop. The reviews emphasize the coffee offerings and a cozy atmosphere, further confirming its classification as a coffee shop.",Active,5,Yes,44.9052333,-93.2116018,"5402 43rd Ave S, Minneapolis, MN 55417, USA",Minneapolis,MN,55402,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: Closed,Breakfast,N/A,https://www.rickscoffeebar.com/,,,2025/12/3
Alma Provisions,722515,722515,TRUE,High,"Alma Provisions operates during morning hours (8 AM - 2 PM) and serves breakfast and lunch, which aligns with the characteristics of a coffee shop. The reviews indicate a focus on coffee and breakfast items, confirming the morning vibe.",Active,5,Yes,44.9197494,-93.290366,"812 W 46th St #2, Minneapolis, MN 55419, USA",Minneapolis,MN,55402,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",N/A,https://www.almaprovisions.com/,,,2026/1/10
The Fox and Pantry,722515,722515,TRUE,High,"The Fox and Pantry opens early, serves breakfast, and has a warm, inviting atmosphere that aligns with a coffee shop vibe. Despite offering lunch and dinner, the emphasis on breakfast and coffee suggests it fits the NAICS code for coffee shops.",Active,5,Yes,45.0234184,-93.4811237,"15725 37th Ave N #7, Plymouth, MN 55446, USA",Minneapolis,MN,55402,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?0:00??PM; Friday: 7:00??AM??€?€?0:00??PM; Saturday: 7:00??AM??€?€?0:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Wine",2,http://www.thefoxandpantry.com/,,,2025/12/9
Bon Appetit Cafe,722515,722515,TRUE,High,"Bon Appetit Cafe operates primarily during morning hours and serves breakfast, aligning with the characteristics of a coffee shop. The absence of late-night hours and the focus on breakfast and lunch further support the classification under NAICS 722515.",Active,3,Yes,44.9775042,-93.2728372,"33 South 6th St, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,"Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM, 4:00??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM, 4:00??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM","Breakfast, Lunch",N/A,https://www.cafebonappetit.com/,,,2020/4/24
The Lobby Coffee & Leisure,722515,722515,TRUE,High,"The Lobby Coffee & Leisure operates from 6:00 AM to 4:00 PM, serves breakfast, and focuses on coffee, aligning with the characteristics of a coffee shop (NAICS 722515). Reviews indicate a positive morning vibe and a focus on coffee, further supporting this classification.",Active,5,Yes,44.8641673,-93.3408769,"4620 W 77th St, Edina, MN 55435, USA",Minneapolis,MN,55402,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: 6:00??AM??€?€?:00??PM,Breakfast,N/A,https://www.thelobbycoffee.com/,,,2025/12/23
Bar Rufus,722515,722515,TRUE,High,"Bar Rufus opens early for breakfast and serves coffee, aligning with the characteristics of a coffee shop. Although it also serves dinner and alcoholic beverages, the morning hours and breakfast offerings indicate a primary focus on coffee and a morning vibe.",Active,5,Yes,44.9773586,-93.2696442,"527 S Marquette Ave, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,"Monday: 6:30??€?€?1:00??AM, 3:00??€?€?1:00??PM; Tuesday: 6:30??€?€?1:00??AM, 3:00??€?€?1:00??PM; Wednesday: 6:30??€?€?1:00??AM, 3:00??€?€?1:00??PM; Thursday: 6:30??€?€?1:00??AM, 3:00??€?€?1:00??PM; Friday: 6:30??€?€?1:00??AM, 3:00??€?€?1:00??PM; Saturday: 6:30??€?€?1:00??AM, 3:00??€?€?1:00??PM; Sunday: 6:30??€?€?1:00??AM, 3:00??€?€?1:00??PM","Breakfast, Dinner, Beer, Wine",N/A,https://www.marriott.com/en-us/hotels/msptr-rand-tower-minneapolis-a-tribute-portfolio-hotel/dining/bar-rufus/,,,2025/8/4
Dunn Brothers Coffee,722515,722515,TRUE,High,"Dunn Brothers Coffee serves breakfast and lunch, indicating a focus on coffee and food typical of a coffee shop. The positive reviews about coffee and service further support the classification as a coffee shop.",Active,5,Yes,44.9693656,-93.2737298,"1301 2nd Ave S, Minneapolis, MN 55403, USA",Minneapolis,MN,55402,Unknown,"Breakfast, Lunch",1,https://locations.dunnbrothers.com/mn/minneapolis/1301-2nd-ave-s-184.html,,,2026/1/4
Cafe Astoria,722515,722515,TRUE,High,"Cafe Astoria opens early (7 AM) and serves breakfast, aligning with the characteristics of a coffee shop. The reviews emphasize a strong coffee focus and a cozy morning vibe, further supporting the classification as a coffee shop (NAICS 722515).",Active,5,Yes,44.9411818,-93.1075627,"180 Grand Ave, St Paul, MN 55102, USA",Minneapolis,MN,55402,Monday: Closed; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Wine",2,http://cafeastoria-stpaul.com/,,,2026/1/14
Dunn Brothers Coffee,722515,722515,TRUE,High,"Dunn Brothers Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews indicate a friendly atmosphere focused on coffee, further confirming its classification as a coffee shop.",Active,5,Yes,44.9773542,-93.2716888,"651 Nicollet Mall Suite 201, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,"Breakfast, Lunch",1,https://locations.dunnbrothers.com/mn/minneapolis/651-nicollet-mall-252.html,,,2025/10/28
The Nicollet Diner,722515,722515,TRUE,High,"The Nicollet Diner operates 24 hours and serves breakfast, lunch, and dinner, but the presence of breakfast items and the overall vibe indicated in the reviews suggest a strong focus on coffee and breakfast, aligning it with the characteristics of a coffee shop.",Active,5,Yes,44.9702005,-93.2776395,"1333 Nicollet Mall, Minneapolis, MN 55403, USA",Minneapolis,MN,55402,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,"Breakfast, Lunch, Dinner, Beer, Wine",2,https://thenicolletdiner.com/,,,2026/1/16
Backstory Coffee Roasters - West Side,722515,722515,TRUE,High,"Backstory Coffee Roasters - West Side operates primarily as a coffee shop, opening early in the morning and serving breakfast items, which aligns with the characteristics of NAICS 722515. The reviews indicate a focus on coffee and a chill atmosphere, further supporting its classification as a coffee shop.",Active,5,Yes,44.932879,-93.0841353,"432 Wabasha St S, St Paul, MN 55107, USA",Minneapolis,MN,55402,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,N/A,https://backstory.coffee/,,,2026/1/10
Caf?? Target,722515,722515,TRUE,High,"Caf?? Target operates during morning hours and serves lunch, aligning with the characteristics of a coffee shop. The focus on coffee and breakfast aligns with NAICS code 722515.",Active,1,Yes,44.9736025,-93.2760608,"1000 Nicollet Mall, Minneapolis, MN 55403, USA",Minneapolis,MN,55402,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,Lunch,N/A,,,,2025/1/22
Gaviidae Common,722515,722515,TRUE,Low,"While Gaviidae Common opens early and may serve coffee, the reviews indicate a lack of food options and a focus on being a shopping center rather than a dedicated coffee shop. The absence of breakfast offerings and the overall vibe suggest it may not fully align with the characteristics of a coffee shop.",Active,5,Yes,44.9772222,-93.2713889,"Nicollet Mall, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,Monday: 5:30??AM??€?€?:00??PM; Tuesday: 5:30??AM??€?€?:00??PM; Wednesday: 5:30??AM??€?€?:00??PM; Thursday: 5:30??AM??€?€?:00??PM; Friday: 5:30??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,N/A,http://gaviidae-common.b12sites.com/,,,2026/1/13
Spyhouse Coffee Roasters | Whittier,722515,722515,TRUE,High,"Spyhouse Coffee Roasters | Whittier operates as a coffee shop, opening early at 7 AM and serving coffee and unique drinks, which aligns with the NAICS code 722515 for coffee shops. The reviews confirm a strong coffee-focused vibe.",Active,5,Yes,44.9574423,-93.277698,"2451 Nicollet Ave, Minneapolis, MN 55404, USA",Minneapolis,MN,55403,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,1,https://www.spyhousecoffee.com/,,,2026/1/5
The Boiler Room,722515,722515,TRUE,High,"The Boiler Room operates from 7 AM to 7 PM, serving breakfast and lunch, which aligns with the characteristics of a coffee shop. The reviews emphasize a positive coffee experience and a friendly atmosphere, further supporting the classification as a coffee shop (NAICS 722515).",Active,5,Yes,44.9643709,-93.2729783,"1830 3rd Ave S, Minneapolis, MN 55404, USA",Minneapolis,MN,55403,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,https://www.boilerroom.coffee/,,,2026/1/13
Dunn Brothers Coffee,722515,722515,TRUE,High,"Dunn Brothers Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The positive reviews emphasize the atmosphere and breakfast offerings, further confirming its classification as a coffee shop.",Active,5,Yes,44.9677673,-93.2838577,"329 W 15th St, Minneapolis, MN 55403, USA",Minneapolis,MN,55403,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: 6:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,https://locations.dunnbrothers.com/mn/minneapolis/329-west-15th-street-22.html,,,2026/1/13
Albi Kitchen,722515,722515,TRUE,Low,"Albi Kitchen operates from 12 PM to 10 PM, which does not align with the typical coffee shop hours of opening early (6-8 AM) and serving breakfast. The reviews indicate a focus on lunch and pastries rather than coffee, suggesting it may not fit the coffee shop category.",Active,5,Yes,44.9685071,-93.277476,"1411 Nicollet Ave, Minneapolis, MN 55403, USA",Minneapolis,MN,55403,Monday: 12:00??€?€?0:00??PM; Tuesday: 12:00??€?€?0:00??PM; Wednesday: 12:00??€?€?0:00??PM; Thursday: 12:00??€?€?0:00??PM; Friday: 12:00??PM??€?€?2:00??AM; Saturday: 12:00??PM??€?€?2:00??AM; Sunday: 3:00??PM??€?€?2:00??AM,Lunch,N/A,https://www.albikitchen.com/,,,2025/11/13
The Briar,722515,722515,TRUE,High,"The Briar operates primarily in the morning and serves breakfast, aligning with the characteristics of a coffee shop. The reviews emphasize a morning coffee vibe and quality breakfast options, confirming its focus on coffee and breakfast rather than a bar atmosphere.",Active,5,Yes,45.0007491,-93.2573541,"1231 Washington St NE, Minneapolis, MN 55413, USA",Minneapolis,MN,55403,Monday: 8:00??AM??€?€?0:00??PM; Tuesday: Closed; Wednesday: 8:00??AM??€?€?0:00??PM; Thursday: 8:00??AM??€?€?0:00??PM; Friday: 8:00??AM??€?€?1:00??PM; Saturday: 9:00??AM??€?€?1:00??PM; Sunday: 9:00??AM??€?€?0:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",N/A,https://www.briarbar.com/,,,2025/11/24
Spyhouse Coffee Roasters | Uptown,722515,722515,TRUE,High,"Spyhouse Coffee Roasters | Uptown operates from 7 AM to 6 PM, indicating a focus on morning coffee and breakfast. The reviews highlight a pleasant atmosphere suitable for coffee, socializing, and studying, aligning with the characteristics of a coffee shop.",Active,5,Yes,44.9589334,-93.2945877,"2404 Hennepin Ave, Minneapolis, MN 55405, USA",Minneapolis,MN,55403,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,2,https://www.spyhousecoffee.com/,,,2025/9/23
Muffin Top Caf??,722515,722515,TRUE,High,"Muffin Top Caf?? operates from 7 AM to 4 PM, serving breakfast and lunch, which aligns with the characteristics of a coffee shop. The reviews indicate a chill vibe, further supporting its classification as a coffee shop rather than a bar.",Active,5,Yes,44.9679723,-93.278081,"1424 Nicollet Ave, Minneapolis, MN 55403, USA",Minneapolis,MN,55403,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",1,https://muffintopcafe.com/,,,2025/12/2
Pow Wow Grounds,722515,722515,TRUE,High,"Pow Wow Grounds operates primarily in the morning hours, serves breakfast and lunch, and offers coffee, which aligns with the characteristics of a coffee shop (NAICS 722515). The reviews indicate a focus on coffee and breakfast items, further supporting this classification.",Active,5,Yes,44.962936,-93.2544935,"1414 E Franklin Ave, Minneapolis, MN 55404, USA",Minneapolis,MN,55403,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 9:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",1,https://www.powwowgrounds.com/,,,2026/1/17
SK Coffee: Whittier,722515,722515,TRUE,High,"SK Coffee: Whittier operates primarily as a coffee shop, opening early in the morning and serving coffee and breakfast items. The reviews emphasize the coffee quality and a welcoming atmosphere, aligning with the characteristics of a coffee shop rather than a bar.",Active,5,Yes,44.95899499999999,-93.287727,"2401 Lyndale Ave S, Minneapolis, MN 55405, USA",Minneapolis,MN,55403,Monday: 7:30??AM??€?€?:00??PM; Tuesday: 7:30??AM??€?€?:00??PM; Wednesday: 7:30??AM??€?€?:00??PM; Thursday: 7:30??AM??€?€?:00??PM; Friday: 7:30??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,http://skcoffeeplease.com/,,,2026/1/11
Le Caf?? by B'beri Desserts,722515,722515,TRUE,High,"Le Caf?? by B'beri Desserts operates primarily during morning hours and serves breakfast and lunch, aligning with the characteristics of a coffee shop. The positive reviews indicate a family-friendly atmosphere and a focus on coffee and light meals, further supporting the classification as a coffee shop (NAICS 722515).",Active,5,Yes,44.979105,-93.2920056,"227 Colfax Ave N, Minneapolis, MN 55405, USA",Minneapolis,MN,55403,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",N/A,http://afmsp.org/,,,2024/9/18
MPLS Market,722515,722515,TRUE,High,"MPLS Market operates primarily in the morning hours, serves breakfast, and has a focus on coffee, aligning it with the characteristics of a coffee shop (NAICS 722515). The reviews indicate a strong breakfast offering, further supporting this classification.",Active,5,Yes,44.9711576,-93.2784636,"1300 Nicollet Mall, Minneapolis, MN 55403, USA",Minneapolis,MN,55403,Monday: 6:30??AM??€?€?0:00??PM; Tuesday: 6:30??AM??€?€?0:00??PM; Wednesday: 6:30??AM??€?€?0:00??PM; Thursday: 6:30??AM??€?€?0:00??PM; Friday: 6:30??AM??€?€?0:00??PM; Saturday: 6:30??AM??€?€?0:00??PM; Sunday: 6:30??AM??€?€?0:00??PM,"Breakfast, Lunch, Dinner, Wine",N/A,https://www.hyatt.com/en-US/hotel/minnesota/hyatt-regency-minneapolis/msprm/dining,,,2025/11/9
Sainaa Cafe,722515,722515,TRUE,High,"Sainaa Cafe operates during morning hours, serves breakfast, and has a positive coffee-focused vibe based on reviews, aligning it with the NAICS code for coffee shops.",Active,5,Yes,44.9482013,-93.283955,"317 W Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55404,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,Breakfast,1,http://sainnacafe.com/,,,2025/11/11
Code Blu Coffee,722515,722515,TRUE,High,"Code Blu Coffee operates primarily as a coffee shop, opening early in the morning and serving coffee and breakfast items. The reviews indicate a focus on coffee and a conducive atmosphere for studying, aligning with the characteristics of NAICS 722515.",Active,5,Yes,44.9629463,-93.2334065,"2620 E Franklin Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55404,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,1,https://www.facebook.com/codeblucoffee/,,,2025/12/12
Crema Coffee + Cream,722515,722515,TRUE,High,"Crema Coffee + Cream opens early in the morning and serves breakfast, aligning with the characteristics of a coffee shop. The reviews emphasize the quality of coffee and the morning vibe, confirming its classification under NAICS 722515.",Active,5,Yes,44.9121122,-93.2226427,"5013 S 34th Ave, Minneapolis, MN 55417, USA",Minneapolis,MN,55404,Monday: 6:30??AM??€?€?:30??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?2:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,N/A,http://cremampls.com/,,,2025/10/24
Kaah Coffee Shop,722515,722515,TRUE,High,"Kaah Coffee Shop opens early (7 AM) and serves breakfast, aligning with the characteristics of a coffee shop. The positive reviews emphasize a welcoming atmosphere and quality food, further supporting its classification as a coffee shop rather than a bar.",Active,5,Yes,44.9626233,-93.2364291,"2429 E Franklin Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55404,Monday: 7:00??AM??€?€?0:00??PM; Tuesday: 7:00??AM??€?€?0:00??PM; Wednesday: 7:00??AM??€?€?0:00??PM; Thursday: 7:00??AM??€?€?0:00??PM; Friday: 7:00??AM??€?€?0:00??PM; Saturday: 7:00??AM??€?€?0:00??PM; Sunday: 7:00??AM??€?€?0:00??PM,Breakfast,N/A,,,,2019/12/21
Sovereign Grounds,722515,722515,TRUE,High,"Sovereign Grounds operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS code 722515. The reviews indicate a welcoming atmosphere suitable for families, further supporting its classification as a coffee shop rather than a bar.",Active,5,Yes,44.9159592,-93.2620761,"813 E 48th St, Minneapolis, MN 55417, USA",Minneapolis,MN,55404,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 6:30??AM??€?€?:00??PM; Sunday: 6:30??AM??€?€?:00??PM,"Breakfast, Lunch",1,http://sovereigngrounds.com/,,,2026/1/12
Wildflyer Coffee,722515,722515,TRUE,High,"Wildflyer Coffee operates from 7 AM to 5 PM, serves breakfast, and has a positive atmosphere focused on coffee, confirming its classification as a coffee shop.",Active,5,Yes,44.94308239999999,-93.2307763,"3262 Minnehaha Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55404,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,N/A,http://www.wildflyercoffee.com/,,,2026/1/11
